state,date,value
New Hampshire,2023-12-01,0.73
New Hampshire,2024-01-01,0.54
New Hampshire,2024-02-01,0.62
New Hampshire,2024-03-01,0.13
New Hampshire,2024-04-01,0.82
New Hampshire,2024-05-01,0.65
New Hampshire,2024-06-01,0.91
New Hampshire,2024-07-01,0.74
New Hampshire,2024-08-01,0.02
New Hampshire,2024-09-01,0.95
New Hampshire,2024-10-01,0.95
New Hampshire,2024-11-01,0.57
New Hampshire,2024-12-01,0.62
New Jersey,2020-01-01,0.61
New Jersey,2020-02-01,0.96
New Jersey,2020-03-01,0.63
New Jersey,2020-04-01,0.7
New Jersey,2020-05-01,0.43
New Jersey,2020-06-01,0.68
New Jersey,2020-07-01,0.45
New Jersey,2020-08-01,0.55
New Jersey,2020-09-01,0.43
New Jersey,2020-10-01,0.47
New Jersey,2020-11-01,0.28
New Jersey,2020-12-01,0.38
New Jersey,2021-01-01,0.04
New Jersey,2021-02-01,0.03
New Jersey,2021-03-01,0.45
New Jersey,2021-04-01,0.9
New Jersey,2021-05-01,0.91
New Jersey,2021-06-01,0.92
New Jersey,2021-07-01,0.4
New Jersey,2021-08-01,0.77
New Jersey,2021-09-01,0.26
New Jersey,2021-10-01,0.5
New Jersey,2021-11-01,0.29
New Jersey,2021-12-01,0.95
New Jersey,2022-01-01,0.33
New Jersey,2022-02-01,0.0
New Jersey,2022-03-01,0.3
New Jersey,2022-04-01,0.42
New Jersey,2022-05-01,0.51
New Jersey,2022-06-01,0.44
New Jersey,2022-07-01,0.79
New Jersey,2022-08-01,0.11
New Jersey,2022-09-01,0.28
New Jersey,2022-10-01,0.82
New Jersey,2022-11-01,0.35
New Jersey,2022-12-01,0.6
New Jersey,2023-01-01,0.37
New Jersey,2023-02-01,0.88
New Jersey,2023-03-01,0.07
New Jersey,2023-04-01,0.94
New Jersey,2023-05-01,0.6
New Jersey,2023-06-01,0.67
New Jersey,2023-07-01,0.69
New Jersey,2023-08-01,0.71
New Jersey,2023-09-01,0.66
New Jersey,2023-10-01,0.5
New Jersey,2023-11-01,0.83
New Jersey,2023-12-01,0.39
New Jersey,2024-01-01,0.58
New Jersey,2024-02-01,0.44
New Jersey,2024-03-01,0.73
New Jersey,2024-04-01,0.57
New Jersey,2024-05-01,0.51
New Jersey,2024-06-01,0.0
New Jersey,2024-07-01,0.53
New Jersey,2024-08-01,0.59
New Jersey,2024-09-01,0.58
New Jersey,2024-10-01,0.7
New Jersey,2024-11-01,0.41
New Jersey,2024-12-01,0.82
New Mexico,2020-01-01,0.07
New Mexico,2020-02-01,0.98
New Mexico,2020-03-01,0.13
New Mexico,2020-04-01,0.44
New Mexico,2020-05-01,0.61
New Mexico,2020-06-01,0.19
New Mexico,2020-07-01,0.62
New Mexico,2020-08-01,0.98
New Mexico,2020-09-01,0.65
New Mexico,2020-10-01,0.92
New Mexico,2020-11-01,0.81
New Mexico,2020-12-01,0.72
New Mexico,2021-01-01,0.64
New Mexico,2021-02-01,0.68
New Mexico,2021-03-01,0.69
New Mexico,2021-04-01,0.68
New Mexico,2021-05-01,0.85
New Mexico,2021-06-01,0.89
New Mexico,2021-07-01,0.92
New Mexico,2021-08-01,0.26
New Mexico,2021-09-01,0.16
New Mexico,2021-10-01,0.11
New Mexico,2021-11-01,0.09
New Mexico,2021-12-01,0.2
New Mexico,2022-01-01,0.39
New Mexico,2022-02-01,0.37
New Mexico,2022-03-01,0.12
New Mexico,2022-04-01,0.51
New Mexico,2022-05-01,0.23
New Mexico,2022-06-01,0.61
New Mexico,2022-07-01,0.19
New Mexico,2022-08-01,0.73
New Mexico,2022-09-01,0.5
New Mexico,2022-10-01,0.41
New Mexico,2022-11-01,0.39
New Mexico,2022-12-01,0.7
New Mexico,2023-01-01,0.95
New Mexico,2023-02-01,0.03
New Mexico,2023-03-01,0.22
New Mexico,2023-04-01,0.79
New Mexico,2023-05-01,0.66
New Mexico,2023-06-01,0.84
New Mexico,2023-07-01,0.42
New Mexico,2023-08-01,0.16
New Mexico,2023-09-01,0.92
New Mexico,2023-10-01,0.06
New Mexico,2023-11-01,0.62
New Mexico,2023-12-01,0.83
New Mexico,2024-01-01,0.56
New Mexico,2024-02-01,0.78
New Mexico,2024-03-01,0.59
New Mexico,2024-04-01,0.2
New Mexico,2024-05-01,0.9
New Mexico,2024-06-01,0.07
New Mexico,2024-07-01,0.45
New Mexico,2024-08-01,0.89
New Mexico,2024-09-01,0.38
New Mexico,2024-10-01,0.2
New Mexico,2024-11-01,0.26
New Mexico,2024-12-01,0.4
New York,2020-01-01,0.51
New York,2020-02-01,0.82
New York,2020-03-01,0.14
New York,2020-04-01,0.9
New York,2020-05-01,0.71
New York,2020-06-01,0.8
New York,2020-07-01,0.76
New York,2020-08-01,0.69
New York,2020-09-01,0.03
New York,2020-10-01,0.94
New York,2020-11-01,0.49
New York,2020-12-01,0.63
New York,2021-01-01,0.9
New York,2021-02-01,0.59
New York,2021-03-01,0.6
New York,2021-04-01,0.9
New York,2021-05-01,0.74
New York,2021-06-01,0.02
New York,2021-07-01,0.21
New York,2021-08-01,0.17
New York,2021-09-01,0.94
New York,2021-10-01,0.2
New York,2021-11-01,1.0
New York,2021-12-01,0.78
New York,2022-01-01,0.37
New York,2022-02-01,0.01
New York,2022-03-01,0.45
New York,2022-04-01,0.84
New York,2022-05-01,0.57
New York,2022-06-01,0.03
New York,2022-07-01,0.92
New York,2022-08-01,0.7
New York,2022-09-01,0.15
New York,2022-10-01,0.22
New York,2022-11-01,0.35
New York,2022-12-01,0.53
New York,2023-01-01,0.86
New York,2023-02-01,0.71
New York,2023-03-01,0.54
New York,2023-04-01,0.9
New York,2023-05-01,0.02
New York,2023-06-01,0.2
New York,2023-07-01,0.9
New York,2023-08-01,0.41
New York,2023-09-01,0.95
New York,2023-10-01,0.58
New York,2023-11-01,0.98
New York,2023-12-01,0.43
New York,2024-01-01,0.14
New York,2024-02-01,0.1
New York,2024-03-01,0.85
New York,2024-04-01,0.31
New York,2024-05-01,0.12
New York,2024-06-01,0.93
New York,2024-07-01,0.28
New York,2024-08-01,0.06
New York,2024-09-01,0.98
New York,2024-10-01,0.64
New York,2024-11-01,0.57
New York,2024-12-01,0.21
North Carolina,2020-01-01,0.51
North Carolina,2020-02-01,0.83
North Carolina,2020-03-01,0.78
North Carolina,2020-04-01,0.35
North Carolina,2020-05-01,0.84
North Carolina,2020-06-01,0.19
North Carolina,2020-07-01,0.76
North Carolina,2020-08-01,0.43
North Carolina,2020-09-01,0.07
North Carolina,2020-10-01,0.38
North Carolina,2020-11-01,0.8
North Carolina,2020-12-01,0.41
North Carolina,2021-01-01,0.27
North Carolina,2021-02-01,0.71
North Carolina,2021-03-01,0.14
North Carolina,2021-04-01,0.12
North Carolina,2021-05-01,0.08
North Carolina,2021-06-01,0.33
North Carolina,2021-07-01,0.06
North Carolina,2021-08-01,0.99
North Carolina,2021-09-01,0.44
North Carolina,2021-10-01,0.19
North Carolina,2021-11-01,0.09
North Carolina,2021-12-01,0.01
North Carolina,2022-01-01,0.69
North Carolina,2022-02-01,0.78
North Carolina,2022-03-01,0.11
North Carolina,2022-04-01,0.79
North Carolina,2022-05-01,0.57
North Carolina,2022-06-01,0.88
North Carolina,2022-07-01,0.24
North Carolina,2022-08-01,0.18
North Carolina,2022-09-01,0.34
North Carolina,2022-10-01,0.41
North Carolina,2022-11-01,0.37
North Carolina,2022-12-01,0.68
North Carolina,2023-01-01,0.92
North Carolina,2023-02-01,0.97
North Carolina,2023-03-01,0.24
North Carolina,2023-04-01,0.45
North Carolina,2023-05-01,0.04
North Carolina,2023-06-01,0.52
North Carolina,2023-07-01,0.64
North Carolina,2023-08-01,0.96
North Carolina,2023-09-01,0.36
North Carolina,2023-10-01,0.16
North Carolina,2023-11-01,0.44
North Carolina,2023-12-01,0.18
North Carolina,2024-01-01,0.81
North Carolina,2024-02-01,0.42
North Carolina,2024-03-01,0.63
North Carolina,2024-04-01,0.98
North Carolina,2024-05-01,0.38
North Carolina,2024-06-01,0.74
North Carolina,2024-07-01,0.17
North Carolina,2024-08-01,0.27
North Carolina,2024-09-01,0.36
North Carolina,2024-10-01,0.68
North Carolina,2024-11-01,0.37
North Carolina,2024-12-01,0.24
North Dakota,2020-01-01,0.05
North Dakota,2020-02-01,0.21
North Dakota,2020-03-01,0.38
North Dakota,2020-04-01,0.92
North Dakota,2020-05-01,0.66
North Dakota,2020-06-01,0.97
North Dakota,2020-07-01,0.09
North Dakota,2020-08-01,0.4
North Dakota,2020-09-01,0.81
North Dakota,2020-10-01,0.34
North Dakota,2020-11-01,0.74
North Dakota,2020-12-01,0.26
North Dakota,2021-01-01,0.96
North Dakota,2021-02-01,0.87
North Dakota,2021-03-01,0.41
North Dakota,2021-04-01,0.58
North Dakota,2021-05-01,0.8
North Dakota,2021-06-01,0.32
North Dakota,2021-07-01,0.88
North Dakota,2021-08-01,0.03
North Dakota,2021-09-01,0.62
North Dakota,2021-10-01,0.71
North Dakota,2021-11-01,0.85
North Dakota,2021-12-01,0.39
North Dakota,2022-01-01,0.6
North Dakota,2022-02-01,0.41
North Dakota,2022-03-01,0.87
North Dakota,2022-04-01,0.01
North Dakota,2022-05-01,0.66
North Dakota,2022-06-01,0.41
North Dakota,2022-07-01,0.4
North Dakota,2022-08-01,0.79
North Dakota,2022-09-01,0.35
North Dakota,2022-10-01,0.43
North Dakota,2022-11-01,0.53
North Dakota,2022-12-01,0.35
North Dakota,2023-01-01,0.33
North Dakota,2023-02-01,0.24
North Dakota,2023-03-01,0.54
North Dakota,2023-04-01,0.85
North Dakota,2023-05-01,0.03
North Dakota,2023-06-01,0.82
North Dakota,2023-07-01,0.82
North Dakota,2023-08-01,0.37
North Dakota,2023-09-01,0.86
North Dakota,2023-10-01,0.53
North Dakota,2023-11-01,0.01
North Dakota,2023-12-01,0.32
North Dakota,2024-01-01,0.24
North Dakota,2024-02-01,0.64
North Dakota,2024-03-01,0.37
North Dakota,2024-04-01,0.17
North Dakota,2024-05-01,0.84
North Dakota,2024-06-01,0.24
North Dakota,2024-07-01,0.23
North Dakota,2024-08-01,0.4
North Dakota,2024-09-01,0.56
North Dakota,2024-10-01,0.2
North Dakota,2024-11-01,0.75
North Dakota,2024-12-01,0.34
Ohio,2020-01-01,0.14
Ohio,2020-02-01,0.97
Ohio,2020-03-01,0.66
Ohio,2020-04-01,0.72
Ohio,2020-05-01,0.61
Ohio,2020-06-01,0.6
Ohio,2020-07-01,0.3
Ohio,2020-08-01,0.68
Ohio,2020-09-01,0.42
Ohio,2020-10-01,0.77
Ohio,2020-11-01,0.9
Ohio,2020-12-01,0.98
Ohio,2021-01-01,0.68
Ohio,2021-02-01,0.41
Ohio,2021-03-01,0.67
Ohio,2021-04-01,0.27
Ohio,2021-05-01,0.17
Ohio,2021-06-01,0.26
Ohio,2021-07-01,0.52
Ohio,2021-08-01,0.59
Ohio,2021-09-01,0.21
Ohio,2021-10-01,0.54
Ohio,2021-11-01,0.0
Ohio,2021-12-01,0.9
Ohio,2022-01-01,0.12
Ohio,2022-02-01,0.24
Ohio,2022-03-01,0.0
Ohio,2022-04-01,0.66
Ohio,2022-05-01,0.42
Ohio,2022-06-01,0.42
Ohio,2022-07-01,0.33
Ohio,2022-08-01,0.78
Ohio,2022-09-01,0.03
Ohio,2022-10-01,0.94
Ohio,2022-11-01,0.09
Ohio,2022-12-01,0.62
Ohio,2023-01-01,0.44
Ohio,2023-02-01,0.02
Ohio,2023-03-01,0.74
Ohio,2023-04-01,0.51
Ohio,2023-05-01,0.93
Ohio,2023-06-01,0.89
Ohio,2023-07-01,0.09
Ohio,2023-08-01,0.15
Ohio,2023-09-01,0.6
Ohio,2023-10-01,0.8
Ohio,2023-11-01,0.4
Ohio,2023-12-01,0.93
Ohio,2024-01-01,0.0
Ohio,2024-02-01,0.05
Ohio,2024-03-01,0.64
Ohio,2024-04-01,0.81
Ohio,2024-05-01,0.52
Ohio,2024-06-01,0.68
Ohio,2024-07-01,0.9
Ohio,2024-08-01,0.17
Ohio,2024-09-01,0.61
Ohio,2024-10-01,0.19
Ohio,2024-11-01,0.16
Ohio,2024-12-01,0.95
Oklahoma,2020-01-01,0.48
Oklahoma,2020-02-01,0.45
Oklahoma,2020-03-01,0.88
Oklahoma,2020-04-01,0.62
Oklahoma,2020-05-01,0.62
Oklahoma,2020-06-01,0.22
Oklahoma,2020-07-01,0.12
Oklahoma,2020-08-01,0.74
Oklahoma,2020-09-01,0.76
Oklahoma,2020-10-01,0.34
Oklahoma,2020-11-01,0.66
Oklahoma,2020-12-01,0.23
Oklahoma,2021-01-01,0.11
Oklahoma,2021-02-01,0.52
Oklahoma,2021-03-01,0.51
Oklahoma,2021-04-01,0.77
Oklahoma,2021-05-01,0.38
Oklahoma,2021-06-01,0.03
Oklahoma,2021-07-01,0.85
Oklahoma,2021-08-01,0.32
Oklahoma,2021-09-01,0.57
Oklahoma,2021-10-01,0.24
Oklahoma,2021-11-01,0.74
Oklahoma,2021-12-01,0.63
Oklahoma,2022-01-01,0.16
Oklahoma,2022-02-01,0.01
Oklahoma,2022-03-01,0.85
Oklahoma,2022-04-01,0.64
Oklahoma,2022-05-01,0.72
Oklahoma,2022-06-01,0.3
Oklahoma,2022-07-01,0.04
Oklahoma,2022-08-01,0.92
Oklahoma,2022-09-01,0.26
Oklahoma,2022-10-01,0.55
Oklahoma,2022-11-01,0.41
Oklahoma,2022-12-01,0.84
Oklahoma,2023-01-01,0.83
Oklahoma,2023-02-01,0.81
Oklahoma,2023-03-01,0.05
Oklahoma,2023-04-01,0.16
Oklahoma,2023-05-01,0.82
Oklahoma,2023-06-01,0.46
Oklahoma,2023-07-01,0.61
Oklahoma,2023-08-01,0.34
Oklahoma,2023-09-01,0.45
Oklahoma,2023-10-01,0.72
Oklahoma,2023-11-01,0.3
Oklahoma,2023-12-01,0.31
Oklahoma,2024-01-01,0.7
Oklahoma,2024-02-01,0.22
Oklahoma,2024-03-01,0.69
Oklahoma,2024-04-01,0.39
Oklahoma,2024-05-01,0.8
Oklahoma,2024-06-01,0.32
Oklahoma,2024-07-01,0.02
Oklahoma,2024-08-01,0.9
Oklahoma,2024-09-01,0.0
Oklahoma,2024-10-01,0.01
Oklahoma,2024-11-01,0.91
Oklahoma,2024-12-01,0.99
Oregon,2020-01-01,0.49
Oregon,2020-02-01,0.96
Oregon,2020-03-01,0.31
Oregon,2020-04-01,0.67
Oregon,2020-05-01,0.38
Oregon,2020-06-01,0.05
Oregon,2020-07-01,0.49
Oregon,2020-08-01,0.1
Oregon,2020-09-01,0.16
Oregon,2020-10-01,0.38
Oregon,2020-11-01,0.44
Oregon,2020-12-01,0.24
Oregon,2021-01-01,0.66
Oregon,2021-02-01,0.15
Oregon,2021-03-01,0.42
Oregon,2021-04-01,0.21
Oregon,2021-05-01,0.78
Oregon,2021-06-01,0.07
Oregon,2021-07-01,0.97
Oregon,2021-08-01,0.78
Oregon,2021-09-01,0.28
Oregon,2021-10-01,0.19
Oregon,2021-11-01,0.1
Oregon,2021-12-01,0.4
Oregon,2022-01-01,0.59
Oregon,2022-02-01,0.75
Oregon,2022-03-01,0.55
Oregon,2022-04-01,0.47
Oregon,2022-05-01,0.78
Oregon,2022-06-01,0.39
Oregon,2022-07-01,0.4
Oregon,2022-08-01,0.34
Oregon,2022-09-01,0.03
Oregon,2022-10-01,0.42
Oregon,2022-11-01,0.64
Oregon,2022-12-01,0.38
Oregon,2023-01-01,0.18
Oregon,2023-02-01,0.52
Oregon,2023-03-01,0.9
Oregon,2023-04-01,0.27
Oregon,2023-05-01,0.09
Oregon,2023-06-01,0.79
Oregon,2023-07-01,0.1
Oregon,2023-08-01,0.58
Oregon,2023-09-01,0.67
Oregon,2023-10-01,0.72
Oregon,2023-11-01,0.84
Oregon,2023-12-01,0.08
Oregon,2024-01-01,0.5
Oregon,2024-02-01,0.65
Oregon,2024-03-01,0.7
Oregon,2024-04-01,0.45
Oregon,2024-05-01,0.35
Oregon,2024-06-01,0.39
Oregon,2024-07-01,0.72
Oregon,2024-08-01,0.87
Oregon,2024-09-01,0.94
Oregon,2024-10-01,0.02
Oregon,2024-11-01,0.88
Oregon,2024-12-01,0.86
Pennsylvania,2020-01-01,0.29
Pennsylvania,2020-02-01,0.88
Pennsylvania,2020-03-01,0.88
Pennsylvania,2020-04-01,0.89
Pennsylvania,2020-05-01,0.23
Pennsylvania,2020-06-01,0.86
Pennsylvania,2020-07-01,0.8
Pennsylvania,2020-08-01,0.86
Pennsylvania,2020-09-01,0.75
Pennsylvania,2020-10-01,0.63
Pennsylvania,2020-11-01,0.75
Pennsylvania,2020-12-01,0.33
Pennsylvania,2021-01-01,0.54
Pennsylvania,2021-02-01,0.2
Pennsylvania,2021-03-01,0.52
Pennsylvania,2021-04-01,0.42
Pennsylvania,2021-05-01,0.2
Pennsylvania,2021-06-01,0.78
Pennsylvania,2021-07-01,0.14
Pennsylvania,2021-08-01,0.01
Pennsylvania,2021-09-01,0.07
Pennsylvania,2021-10-01,0.65
Pennsylvania,2021-11-01,0.92
Pennsylvania,2021-12-01,0.88
Pennsylvania,2022-01-01,0.67
Pennsylvania,2022-02-01,0.79
Pennsylvania,2022-03-01,0.06
Pennsylvania,2022-04-01,0.06
Pennsylvania,2022-05-01,0.27
Pennsylvania,2022-06-01,0.68
Pennsylvania,2022-07-01,0.48
Pennsylvania,2022-08-01,0.46
Pennsylvania,2022-09-01,0.72
Pennsylvania,2022-10-01,0.43
Pennsylvania,2022-11-01,0.88
Pennsylvania,2022-12-01,0.02
Pennsylvania,2023-01-01,0.65
Pennsylvania,2023-02-01,0.71
Pennsylvania,2023-03-01,0.02
Pennsylvania,2023-04-01,0.63
Pennsylvania,2023-05-01,0.45
Pennsylvania,2023-06-01,0.36
Pennsylvania,2023-07-01,0.76
Pennsylvania,2023-08-01,0.51
Pennsylvania,2023-09-01,0.9
Pennsylvania,2023-10-01,0.93
Pennsylvania,2023-11-01,0.67
Pennsylvania,2023-12-01,0.73
Pennsylvania,2024-01-01,0.3
Pennsylvania,2024-02-01,0.56
Pennsylvania,2024-03-01,0.73
Pennsylvania,2024-04-01,0.03
Pennsylvania,2024-05-01,0.35
Pennsylvania,2024-06-01,0.37
Pennsylvania,2024-07-01,0.09
Pennsylvania,2024-08-01,0.16
Pennsylvania,2024-09-01,0.54
Pennsylvania,2024-10-01,0.11
Pennsylvania,2024-11-01,0.21
Pennsylvania,2024-12-01,0.05
Rhode Island,2020-01-01,0.99
Rhode Island,2020-02-01,0.95
Rhode Island,2020-03-01,0.53
Rhode Island,2020-04-01,0.32
Rhode Island,2020-05-01,0.32
Rhode Island,2020-06-01,0.49
Rhode Island,2020-07-01,0.44
Rhode Island,2020-08-01,0.81
Rhode Island,2020-09-01,0.79
Rhode Island,2020-10-01,0.79
Rhode Island,2020-11-01,0.38
Rhode Island,2020-12-01,0.51
Rhode Island,2021-01-01,0.21
Rhode Island,2021-02-01,0.85
Rhode Island,2021-03-01,0.78
Rhode Island,2021-04-01,0.9
Rhode Island,2021-05-01,0.79
Rhode Island,2021-06-01,0.43
Rhode Island,2021-07-01,0.3
Rhode Island,2021-08-01,0.1
Rhode Island,2021-09-01,0.13
Rhode Island,2021-10-01,0.51
Rhode Island,2021-11-01,0.57
Rhode Island,2021-12-01,0.29
Rhode Island,2022-01-01,0.79
Rhode Island,2022-02-01,0.42
Rhode Island,2022-03-01,0.9
Rhode Island,2022-04-01,0.76
Rhode Island,2022-05-01,0.83
Rhode Island,2022-06-01,0.21
Rhode Island,2022-07-01,0.85
Rhode Island,2022-08-01,0.91
Rhode Island,2022-09-01,0.09
Rhode Island,2022-10-01,0.35
Rhode Island,2022-11-01,0.17
Rhode Island,2022-12-01,0.7
Rhode Island,2023-01-01,0.33
Rhode Island,2023-02-01,0.06
Rhode Island,2023-03-01,0.56
Rhode Island,2023-04-01,0.18
Rhode Island,2023-05-01,0.1
Rhode Island,2023-06-01,0.22
Rhode Island,2023-07-01,0.7
Rhode Island,2023-08-01,0.39
Rhode Island,2023-09-01,0.59
Rhode Island,2023-10-01,0.26
Rhode Island,2023-11-01,0.48
Rhode Island,2023-12-01,0.89
Rhode Island,2024-01-01,0.07
Rhode Island,2024-02-01,0.94
Rhode Island,2024-03-01,0.7
Rhode Island,2024-04-01,0.25
Rhode Island,2024-05-01,0.95
Rhode Island,2024-06-01,0.91
Rhode Island,2024-07-01,0.6
Rhode Island,2024-08-01,0.11
Rhode Island,2024-09-01,0.73
Rhode Island,2024-10-01,0.26
Rhode Island,2024-11-01,0.97
Rhode Island,2024-12-01,0.4
South Carolina,2020-01-01,0.13
South Carolina,2020-02-01,0.94
South Carolina,2020-03-01,0.61
South Carolina,2020-04-01,0.76
South Carolina,2020-05-01,0.31
South Carolina,2020-06-01,0.18
South Carolina,2020-07-01,0.6
South Carolina,2020-08-01,0.95
South Carolina,2020-09-01,0.67
South Carolina,2020-10-01,0.3
South Carolina,2020-11-01,0.06
South Carolina,2020-12-01,0.5
South Carolina,2021-01-01,0.71
South Carolina,2021-02-01,0.57
South Carolina,2021-03-01,0.13
South Carolina,2021-04-01,0.02
South Carolina,2021-05-01,0.6
South Carolina,2021-06-01,0.22
South Carolina,2021-07-01,0.92
South Carolina,2021-08-01,0.58
South Carolina,2021-09-01,0.53
South Carolina,2021-10-01,0.31
South Carolina,2021-11-01,0.66
South Carolina,2021-12-01,0.62
South Carolina,2022-01-01,0.6
South Carolina,2022-02-01,0.34
South Carolina,2022-03-01,0.17
South Carolina,2022-04-01,0.58
South Carolina,2022-05-01,0.56
South Carolina,2022-06-01,0.55
South Carolina,2022-07-01,0.14
South Carolina,2022-08-01,0.88
South Carolina,2022-09-01,0.29
South Carolina,2022-10-01,0.06
South Carolina,2022-11-01,0.36
South Carolina,2022-12-01,0.97
South Carolina,2023-01-01,0.0
South Carolina,2023-02-01,0.94
South Carolina,2023-03-01,0.1
South Carolina,2023-04-01,0.02
South Carolina,2023-05-01,0.76
South Carolina,2023-06-01,0.12
South Carolina,2023-07-01,0.8
South Carolina,2023-08-01,0.99
South Carolina,2023-09-01,0.24
South Carolina,2023-10-01,0.54
South Carolina,2023-11-01,0.79
South Carolina,2023-12-01,0.83
South Carolina,2024-01-01,0.55
South Carolina,2024-02-01,0.65
South Carolina,2024-03-01,0.43
South Carolina,2024-04-01,0.29
South Carolina,2024-05-01,0.8
South Carolina,2024-06-01,0.03
South Carolina,2024-07-01,0.63
South Carolina,2024-08-01,0.2
South Carolina,2024-09-01,0.16
South Carolina,2024-10-01,0.59
South Carolina,2024-11-01,0.18
South Carolina,2024-12-01,0.31
South Dakota,2020-01-01,0.9
South Dakota,2020-02-01,0.48
South Dakota,2020-03-01,0.88
South Dakota,2020-04-01,0.7
South Dakota,2020-05-01,0.82
South Dakota,2020-06-01,0.78
South Dakota,2020-07-01,0.33
South Dakota,2020-08-01,0.5
South Dakota,2020-09-01,0.3
South Dakota,2020-10-01,0.77
South Dakota,2020-11-01,0.06
South Dakota,2020-12-01,0.04
South Dakota,2021-01-01,0.55
South Dakota,2021-02-01,0.36
South Dakota,2021-03-01,0.37
South Dakota,2021-04-01,0.51
South Dakota,2021-05-01,0.96
South Dakota,2021-06-01,0.46
South Dakota,2021-07-01,0.09
South Dakota,2021-08-01,0.71
South Dakota,2021-09-01,0.2
South Dakota,2021-10-01,0.64
South Dakota,2021-11-01,0.99
South Dakota,2021-12-01,0.93
South Dakota,2022-01-01,0.51
South Dakota,2022-02-01,0.16
South Dakota,2022-03-01,0.03
South Dakota,2022-04-01,0.18
South Dakota,2022-05-01,0.7
South Dakota,2022-06-01,0.39
South Dakota,2022-07-01,0.44
South Dakota,2022-08-01,0.7
South Dakota,2022-09-01,0.39
South Dakota,2022-10-01,0.02
South Dakota,2022-11-01,0.89
South Dakota,2022-12-01,0.92
South Dakota,2023-01-01,0.59
South Dakota,2023-02-01,0.36
South Dakota,2023-03-01,0.81
South Dakota,2023-04-01,0.01
South Dakota,2023-05-01,0.17
South Dakota,2023-06-01,0.82
South Dakota,2023-07-01,0.4
South Dakota,2023-08-01,0.19
South Dakota,2023-09-01,0.44
South Dakota,2023-10-01,0.62
South Dakota,2023-11-01,0.1
South Dakota,2023-12-01,0.61
South Dakota,2024-01-01,0.55
South Dakota,2024-02-01,0.14
South Dakota,2024-03-01,0.91
South Dakota,2024-04-01,0.06
South Dakota,2024-05-01,0.96
South Dakota,2024-06-01,0.24
South Dakota,2024-07-01,0.83
South Dakota,2024-08-01,0.49
South Dakota,2024-09-01,0.08
South Dakota,2024-10-01,0.87
South Dakota,2024-11-01,0.68
South Dakota,2024-12-01,0.11
Tennessee,2020-01-01,0.9
Tennessee,2020-02-01,0.47
Tennessee,2020-03-01,0.53
Tennessee,2020-04-01,0.04
Tennessee,2020-05-01,0.62
Tennessee,2020-06-01,0.23
Tennessee,2020-07-01,0.51
Tennessee,2020-08-01,0.73
Tennessee,2020-09-01,0.55
Tennessee,2020-10-01,0.63
Tennessee,2020-11-01,0.46
Tennessee,2020-12-01,0.17
Tennessee,2021-01-01,0.73
Tennessee,2021-02-01,0.17
Tennessee,2021-03-01,0.17
Tennessee,2021-04-01,0.97
Tennessee,2021-05-01,0.64
Tennessee,2021-06-01,0.32
Tennessee,2021-07-01,0.21
Tennessee,2021-08-01,0.63
Tennessee,2021-09-01,0.38
Tennessee,2021-10-01,0.55
Tennessee,2021-11-01,0.74
Tennessee,2021-12-01,0.31
Tennessee,2022-01-01,0.27
Tennessee,2022-02-01,0.62
Tennessee,2022-03-01,0.27
Tennessee,2022-04-01,0.16
Tennessee,2022-05-01,0.26
Tennessee,2022-06-01,0.39
Tennessee,2022-07-01,0.44
Tennessee,2022-08-01,0.97
Tennessee,2022-09-01,0.96
Tennessee,2022-10-01,0.98
Tennessee,2022-11-01,0.02
Tennessee,2022-12-01,0.68
Tennessee,2023-01-01,0.4
Tennessee,2023-02-01,0.63
Tennessee,2023-03-01,0.63
Tennessee,2023-04-01,0.24
Tennessee,2023-05-01,0.25
Tennessee,2023-06-01,0.13
Tennessee,2023-07-01,0.47
Tennessee,2023-08-01,0.92
Tennessee,2023-09-01,0.71
Tennessee,2023-10-01,0.91
Tennessee,2023-11-01,0.58
Tennessee,2023-12-01,0.72
Tennessee,2024-01-01,0.22
Tennessee,2024-02-01,0.63
Tennessee,2024-03-01,0.48
Tennessee,2024-04-01,0.66
Tennessee,2024-05-01,0.1
Tennessee,2024-06-01,0.33
Tennessee,2024-07-01,0.49
Tennessee,2024-08-01,0.61
Tennessee,2024-09-01,0.51
Tennessee,2024-10-01,0.94
Tennessee,2024-11-01,0.73
Tennessee,2024-12-01,0.99
Texas,2020-01-01,0.76
Texas,2020-02-01,0.81
Texas,2020-03-01,0.91
Texas,2020-04-01,0.99
Texas,2020-05-01,0.49
Texas,2020-06-01,0.65
Texas,2020-07-01,0.97
Texas,2020-08-01,0.99
Texas,2020-09-01,0.67
Texas,2020-10-01,0.6
Texas,2020-11-01,0.25
Texas,2020-12-01,0.11
Texas,2021-01-01,0.95
Texas,2021-02-01,0.86
Texas,2021-03-01,0.81
Texas,2021-04-01,0.23
Texas,2021-05-01,0.02
Texas,2021-06-01,0.63
Texas,2021-07-01,0.3
Texas,2021-08-01,0.64
Texas,2021-09-01,0.59
Texas,2021-10-01,0.65
Texas,2021-11-01,0.22
Texas,2021-12-01,0.32
Texas,2022-01-01,0.01
Texas,2022-02-01,0.55
Texas,2022-03-01,0.49
Texas,2022-04-01,0.87
Texas,2022-05-01,0.82
Texas,2022-06-01,0.6
Texas,2022-07-01,0.65
Texas,2022-08-01,0.92
Texas,2022-09-01,0.59
Texas,2022-10-01,0.35
Texas,2022-11-01,0.31
Texas,2022-12-01,0.62
Texas,2023-01-01,0.89
