state,date,value,disease
Alaska,2022-01-01,0.81,Covid
Alaska,2022-02-01,0.66,Covid
Alaska,2022-03-01,0.65,Covid
Alaska,2022-04-01,0.1,Covid
Alaska,2022-05-01,0.03,Covid
Alaska,2022-06-01,0.68,Covid
Alaska,2022-07-01,0.96,Covid
Alaska,2022-08-01,0.28,Covid
Alaska,2022-09-01,0.22,Covid
Alaska,2022-10-01,0.53,Covid
Alaska,2022-11-01,0.25,Covid
Alaska,2022-12-01,0.48,Covid
Alaska,2023-01-01,0.92,Covid
Alaska,2023-02-01,0.73,Covid
Alaska,2023-03-01,0.04,Covid
Alaska,2023-04-01,0.59,Covid
Alaska,2023-05-01,0.59,Covid
Alaska,2023-06-01,0.61,Covid
Alaska,2023-07-01,0.02,Covid
Alaska,2023-08-01,0.06,Covid
Alaska,2023-09-01,0.16,Covid
Alaska,2023-10-01,0.6,Covid
Alaska,2023-11-01,0.95,Covid
Alaska,2023-12-01,0.14,Covid
Alaska,2024-01-01,0.25,Covid
Alaska,2024-02-01,0.59,Covid
Alaska,2024-03-01,0.68,Covid
Alaska,2024-04-01,0.11,Covid
Alaska,2024-05-01,0.02,Covid
Alaska,2024-06-01,0.73,Covid
Alaska,2024-07-01,0.37,Covid
Alaska,2024-08-01,0.32,Covid
Alaska,2024-09-01,0.46,Covid
Alaska,2024-10-01,0.53,Covid
Alaska,2024-11-01,0.5,Covid
Alaska,2024-12-01,0.44,Covid
Arizona,2020-01-01,0.8,Covid
Arizona,2020-02-01,0.22,Covid
Arizona,2020-03-01,1.0,Covid
Arizona,2020-04-01,0.87,Covid
Arizona,2020-05-01,0.67,Covid
Arizona,2020-06-01,0.94,Covid
Arizona,2020-07-01,0.45,Covid
Arizona,2020-08-01,0.77,Covid
Arizona,2020-09-01,0.11,Covid
Arizona,2020-10-01,0.56,Covid
Arizona,2020-11-01,0.55,Covid
Arizona,2020-12-01,0.69,Covid
Arizona,2021-01-01,0.86,Covid
Arizona,2021-02-01,0.54,Covid
Arizona,2021-03-01,0.9,Covid
Arizona,2021-04-01,0.36,Covid
Arizona,2021-05-01,0.27,Covid
Arizona,2021-06-01,0.45,Covid
Arizona,2021-07-01,0.39,Covid
Arizona,2021-08-01,0.18,Covid
Arizona,2021-09-01,0.41,Covid
Arizona,2021-10-01,0.7,Covid
Arizona,2021-11-01,0.12,Covid
Arizona,2021-12-01,0.61,Covid
Arizona,2022-01-01,0.73,Covid
Arizona,2022-02-01,0.6,Covid
Arizona,2022-03-01,0.17,Covid
Arizona,2022-04-01,0.21,Covid
Arizona,2022-05-01,0.16,Covid
Arizona,2022-06-01,0.43,Covid
Arizona,2022-07-01,0.23,Covid
Arizona,2022-08-01,0.18,Covid
Arizona,2022-09-01,0.08,Covid
Arizona,2022-10-01,0.52,Covid
Arizona,2022-11-01,0.72,Covid
Arizona,2022-12-01,0.97,Covid
Arizona,2023-01-01,0.88,Covid
Arizona,2023-02-01,0.87,Covid
Arizona,2023-03-01,0.2,Covid
Arizona,2023-04-01,0.81,Covid
Arizona,2023-05-01,0.49,Covid
Arizona,2023-06-01,0.34,Covid
Arizona,2023-07-01,0.31,Covid
Arizona,2023-08-01,0.5,Covid
Arizona,2023-09-01,0.32,Covid
Arizona,2023-10-01,0.69,Covid
Arizona,2023-11-01,0.4,Covid
Arizona,2023-12-01,0.26,Covid
Arizona,2024-01-01,0.7,Covid
Arizona,2024-02-01,0.04,Covid
Arizona,2024-03-01,1.0,Covid
Arizona,2024-04-01,0.37,Covid
Arizona,2024-05-01,0.63,Covid
Arizona,2024-06-01,0.31,Covid
Arizona,2024-07-01,0.15,Covid
Arizona,2024-08-01,0.14,Covid
Arizona,2024-09-01,0.27,Covid
Arizona,2024-10-01,0.18,Covid
Arizona,2024-11-01,0.29,Covid
Arizona,2024-12-01,0.1,Covid
Arkansas,2020-01-01,0.79,Covid
Arkansas,2020-02-01,0.81,Covid
Arkansas,2020-03-01,0.73,Covid
Arkansas,2020-04-01,0.07,Covid
Arkansas,2020-05-01,0.61,Covid
Arkansas,2020-06-01,0.86,Covid
Arkansas,2020-07-01,0.59,Covid
Arkansas,2020-08-01,0.29,Covid
Arkansas,2020-09-01,0.88,Covid
Arkansas,2020-10-01,0.07,Covid
Arkansas,2020-11-01,0.26,Covid
Arkansas,2020-12-01,0.83,Covid
Arkansas,2021-01-01,0.52,Covid
Arkansas,2021-02-01,0.8,Covid
Arkansas,2021-03-01,0.62,Covid
Arkansas,2021-04-01,0.65,Covid
Arkansas,2021-05-01,0.56,Covid
Arkansas,2021-06-01,0.9,Covid
Arkansas,2021-07-01,0.95,Covid
Arkansas,2021-08-01,0.19,Covid
Arkansas,2021-09-01,0.86,Covid
Arkansas,2021-10-01,0.81,Covid
Arkansas,2021-11-01,0.6,Covid
Arkansas,2021-12-01,0.75,Covid
Arkansas,2022-01-01,0.65,Covid
Arkansas,2022-02-01,0.73,Covid
Arkansas,2022-03-01,0.53,Covid
Arkansas,2022-04-01,0.65,Covid
Arkansas,2022-05-01,0.19,Covid
Arkansas,2022-06-01,0.63,Covid
Arkansas,2022-07-01,0.01,Covid
Arkansas,2022-08-01,0.83,Covid
Arkansas,2022-09-01,0.69,Covid
Arkansas,2022-10-01,0.7,Covid
Arkansas,2022-11-01,0.98,Covid
Arkansas,2022-12-01,0.35,Covid
Arkansas,2023-01-01,0.57,Covid
Arkansas,2023-02-01,0.59,Covid
Arkansas,2023-03-01,0.39,Covid
Arkansas,2023-04-01,0.32,Covid
Arkansas,2023-05-01,0.46,Covid
Arkansas,2023-06-01,0.14,Covid
Arkansas,2023-07-01,0.14,Covid
Arkansas,2023-08-01,0.47,Covid
Arkansas,2023-09-01,0.01,Covid
Arkansas,2023-10-01,0.64,Covid
Arkansas,2023-11-01,0.11,Covid
Arkansas,2023-12-01,0.89,Covid
Arkansas,2024-01-01,0.29,Covid
Arkansas,2024-02-01,0.86,Covid
Arkansas,2024-03-01,0.4,Covid
Arkansas,2024-04-01,0.42,Covid
Arkansas,2024-05-01,0.22,Covid
Arkansas,2024-06-01,0.78,Covid
Arkansas,2024-07-01,0.5,Covid
Arkansas,2024-08-01,0.2,Covid
Arkansas,2024-09-01,0.38,Covid
Arkansas,2024-10-01,0.79,Covid
Arkansas,2024-11-01,0.65,Covid
Arkansas,2024-12-01,0.72,Covid
California,2020-01-01,0.42,Covid
California,2020-02-01,0.78,Covid
California,2020-03-01,0.17,Covid
California,2020-04-01,0.81,Covid
California,2020-05-01,0.23,Covid
California,2020-06-01,0.89,Covid
California,2020-07-01,0.43,Covid
California,2020-08-01,0.47,Covid
California,2020-09-01,0.85,Covid
California,2020-10-01,0.15,Covid
California,2020-11-01,0.07,Covid
California,2020-12-01,0.36,Covid
California,2021-01-01,0.6,Covid
California,2021-02-01,0.44,Covid
California,2021-03-01,0.95,Covid
California,2021-04-01,0.87,Covid
California,2021-05-01,0.91,Covid
California,2021-06-01,0.91,Covid
California,2021-07-01,0.63,Covid
California,2021-08-01,0.28,Covid
California,2021-09-01,0.22,Covid
California,2021-10-01,0.37,Covid
California,2021-11-01,0.98,Covid
California,2021-12-01,0.49,Covid
California,2022-01-01,0.74,Covid
California,2022-02-01,0.67,Covid
California,2022-03-01,0.18,Covid
California,2022-04-01,0.56,Covid
California,2022-05-01,0.98,Covid
California,2022-06-01,0.21,Covid
California,2022-07-01,0.26,Covid
California,2022-08-01,0.14,Covid
California,2022-09-01,0.09,Covid
California,2022-10-01,0.91,Covid
California,2022-11-01,0.59,Covid
California,2022-12-01,0.43,Covid
California,2023-01-01,0.37,Covid
California,2023-02-01,0.37,Covid
California,2023-03-01,0.27,Covid
California,2023-04-01,0.1,Covid
California,2023-05-01,0.95,Covid
California,2023-06-01,0.63,Covid
California,2023-07-01,0.93,Covid
California,2023-08-01,0.74,Covid
California,2023-09-01,0.96,Covid
California,2023-10-01,0.76,Covid
California,2023-11-01,0.08,Covid
California,2023-12-01,0.58,Covid
California,2024-01-01,0.18,Covid
California,2024-02-01,0.68,Covid
California,2024-03-01,0.21,Covid
California,2024-04-01,0.42,Covid
California,2024-05-01,0.87,Covid
California,2024-06-01,0.08,Covid
California,2024-07-01,0.37,Covid
California,2024-08-01,0.48,Covid
California,2024-09-01,0.61,Covid
California,2024-10-01,0.58,Covid
California,2024-11-01,0.9,Covid
California,2024-12-01,0.33,Covid
Colorado,2020-01-01,0.06,Covid
Colorado,2020-02-01,0.08,Covid
Colorado,2020-03-01,0.64,Covid
Colorado,2020-04-01,0.21,Covid
Colorado,2020-05-01,0.35,Covid
Colorado,2020-06-01,0.48,Covid
Colorado,2020-07-01,0.47,Covid
Colorado,2020-08-01,0.8,Covid
Colorado,2020-09-01,0.31,Covid
Colorado,2020-10-01,0.85,Covid
Colorado,2020-11-01,0.61,Covid
Colorado,2020-12-01,0.76,Covid
Colorado,2021-01-01,0.69,Covid
Colorado,2021-02-01,0.98,Covid
Colorado,2021-03-01,0.92,Covid
Colorado,2021-04-01,0.58,Covid
Colorado,2021-05-01,0.13,Covid
Colorado,2021-06-01,0.67,Covid
Colorado,2021-07-01,0.73,Covid
Colorado,2021-08-01,0.85,Covid
Colorado,2021-09-01,0.87,Covid
Colorado,2021-10-01,0.12,Covid
Colorado,2021-11-01,0.56,Covid
Colorado,2021-12-01,0.82,Covid
Colorado,2022-01-01,0.88,Covid
Colorado,2022-02-01,0.17,Covid
Colorado,2022-03-01,0.57,Covid
Colorado,2022-04-01,0.4,Covid
Colorado,2022-05-01,0.67,Covid
Colorado,2022-06-01,0.35,Covid
Colorado,2022-07-01,0.03,Covid
Colorado,2022-08-01,0.19,Covid
Colorado,2022-09-01,0.78,Covid
Colorado,2022-10-01,0.14,Covid
Colorado,2022-11-01,0.44,Covid
Colorado,2022-12-01,0.57,Covid
Colorado,2023-01-01,0.35,Covid
Colorado,2023-02-01,0.5,Covid
Colorado,2023-03-01,0.65,Covid
Colorado,2023-04-01,0.39,Covid
Colorado,2023-05-01,0.63,Covid
Colorado,2023-06-01,0.03,Covid
Colorado,2023-07-01,0.96,Covid
Colorado,2023-08-01,0.07,Covid
Colorado,2023-09-01,0.33,Covid
Colorado,2023-10-01,0.39,Covid
Colorado,2023-11-01,0.21,Covid
Colorado,2023-12-01,0.67,Covid
Colorado,2024-01-01,0.42,Covid
Colorado,2024-02-01,0.67,Covid
Colorado,2024-03-01,0.91,Covid
Colorado,2024-04-01,0.26,Covid
Colorado,2024-05-01,0.3,Covid
Colorado,2024-06-01,0.2,Covid
Colorado,2024-07-01,0.45,Covid
Colorado,2024-08-01,0.59,Covid
Colorado,2024-09-01,0.05,Covid
Colorado,2024-10-01,0.85,Covid
Colorado,2024-11-01,0.07,Covid
Colorado,2024-12-01,0.8,Covid
Connecticut,2020-01-01,0.68,Covid
Connecticut,2020-02-01,0.24,Covid
Connecticut,2020-03-01,0.55,Covid
Connecticut,2020-04-01,0.16,Covid
Connecticut,2020-05-01,0.28,Covid
Connecticut,2020-06-01,0.5,Covid
Connecticut,2020-07-01,0.06,Covid
Connecticut,2020-08-01,0.68,Covid
Connecticut,2020-09-01,0.39,Covid
Connecticut,2020-10-01,0.12,Covid
Connecticut,2020-11-01,0.2,Covid
Connecticut,2020-12-01,0.36,Covid
Connecticut,2021-01-01,0.9,Covid
Connecticut,2021-02-01,0.05,Covid
Connecticut,2021-03-01,0.9,Covid
Connecticut,2021-04-01,0.15,Covid
Connecticut,2021-05-01,0.15,Covid
Connecticut,2021-06-01,0.42,Covid
Connecticut,2021-07-01,0.77,Covid
Connecticut,2021-08-01,0.04,Covid
Connecticut,2021-09-01,0.32,Covid
Connecticut,2021-10-01,0.48,Covid
Connecticut,2021-11-01,0.71,Covid
Connecticut,2021-12-01,0.68,Covid
Connecticut,2022-01-01,0.78,Covid
Connecticut,2022-02-01,0.07,Covid
Connecticut,2022-03-01,0.91,Covid
Connecticut,2022-04-01,0.01,Covid
Connecticut,2022-05-01,0.37,Covid
Connecticut,2022-06-01,0.51,Covid
Connecticut,2022-07-01,0.41,Covid
Connecticut,2022-08-01,0.43,Covid
Connecticut,2022-09-01,0.61,Covid
Connecticut,2022-10-01,0.34,Covid
Connecticut,2022-11-01,0.81,Covid
Connecticut,2022-12-01,0.55,Covid
Connecticut,2023-01-01,0.09,Covid
Connecticut,2023-02-01,0.77,Covid
Connecticut,2023-03-01,0.19,Covid
Connecticut,2023-04-01,0.69,Covid
Connecticut,2023-05-01,0.63,Covid
Connecticut,2023-06-01,0.05,Covid
Connecticut,2023-07-01,0.85,Covid
Connecticut,2023-08-01,0.88,Covid
Connecticut,2023-09-01,0.61,Covid
Connecticut,2023-10-01,0.3,Covid
Connecticut,2023-11-01,0.8,Covid
Connecticut,2023-12-01,0.38,Covid
Connecticut,2024-01-01,0.15,Covid
Connecticut,2024-02-01,0.43,Covid
Connecticut,2024-03-01,0.72,Covid
Connecticut,2024-04-01,0.09,Covid
Connecticut,2024-05-01,0.19,Covid
Connecticut,2024-06-01,0.17,Covid
Connecticut,2024-07-01,0.45,Covid
Connecticut,2024-08-01,0.07,Covid
Connecticut,2024-09-01,0.48,Covid
Connecticut,2024-10-01,0.8,Covid
Connecticut,2024-11-01,0.2,Covid
Connecticut,2024-12-01,0.81,Covid
Delaware,2020-01-01,0.75,Covid
Delaware,2020-02-01,0.67,Covid
Delaware,2020-03-01,0.7,Covid
Delaware,2020-04-01,0.85,Covid
Delaware,2020-05-01,0.51,Covid
Delaware,2020-06-01,0.27,Covid
Delaware,2020-07-01,0.42,Covid
Delaware,2020-08-01,0.85,Covid
Delaware,2020-09-01,0.74,Covid
Delaware,2020-10-01,0.08,Covid
Delaware,2020-11-01,0.31,Covid
Delaware,2020-12-01,0.56,Covid
Delaware,2021-01-01,0.12,Covid
Delaware,2021-02-01,0.68,Covid
Delaware,2021-03-01,0.47,Covid
Delaware,2021-04-01,0.85,Covid
Delaware,2021-05-01,0.4,Covid
Delaware,2021-06-01,0.06,Covid
Delaware,2021-07-01,0.44,Covid
Delaware,2021-08-01,0.06,Covid
Delaware,2021-09-01,0.62,Covid
Delaware,2021-10-01,0.08,Covid
Delaware,2021-11-01,0.72,Covid
Delaware,2021-12-01,0.35,Covid
Delaware,2022-01-01,0.68,Covid
Delaware,2022-02-01,0.51,Covid
Delaware,2022-03-01,0.38,Covid
Delaware,2022-04-01,0.86,Covid
Delaware,2022-05-01,0.5,Covid
Delaware,2022-06-01,0.16,Covid
Delaware,2022-07-01,0.39,Covid
Delaware,2022-08-01,0.0,Covid
Delaware,2022-09-01,0.55,Covid
Delaware,2022-10-01,0.82,Covid
Delaware,2022-11-01,0.76,Covid
Delaware,2022-12-01,0.89,Covid
Delaware,2023-01-01,0.27,Covid
Delaware,2023-02-01,0.94,Covid
Delaware,2023-03-01,0.77,Covid
Delaware,2023-04-01,0.59,Covid
Delaware,2023-05-01,0.61,Covid
Delaware,2023-06-01,0.55,Covid
Delaware,2023-07-01,0.03,Covid
Delaware,2023-08-01,0.78,Covid
Delaware,2023-09-01,0.99,Covid
Delaware,2023-10-01,0.03,Covid
Delaware,2023-11-01,0.61,Covid
Delaware,2023-12-01,0.96,Covid
Delaware,2024-01-01,0.93,Covid
Delaware,2024-02-01,0.05,Covid
Delaware,2024-03-01,0.79,Covid
Delaware,2024-04-01,0.18,Covid
Delaware,2024-05-01,0.34,Covid
Delaware,2024-06-01,0.86,Covid
Delaware,2024-07-01,0.07,Covid
Delaware,2024-08-01,0.58,Covid
Delaware,2024-09-01,1.0,Covid
Delaware,2024-10-01,0.75,Covid
Delaware,2024-11-01,0.07,Covid
Delaware,2024-12-01,0.54,Covid
Florida,2020-01-01,0.8,Covid
Florida,2020-02-01,0.52,Covid
Florida,2020-03-01,0.99,Covid
Florida,2020-04-01,0.22,Covid
Florida,2020-05-01,0.62,Covid
Florida,2020-06-01,0.89,Covid
Florida,2020-07-01,0.38,Covid
Florida,2020-08-01,0.75,Covid
Florida,2020-09-01,0.79,Covid
Florida,2020-10-01,0.24,Covid
Florida,2020-11-01,0.36,Covid
Florida,2020-12-01,0.94,Covid
Florida,2021-01-01,0.99,Covid
Florida,2021-02-01,0.85,Covid
Florida,2021-03-01,0.62,Covid
Florida,2021-04-01,0.28,Covid
Florida,2021-05-01,0.78,Covid
Florida,2021-06-01,0.14,Covid
Florida,2021-07-01,0.35,Covid
Florida,2021-08-01,0.75,Covid
Florida,2021-09-01,0.83,Covid
Florida,2021-10-01,0.07,Covid
Florida,2021-11-01,0.03,Covid
Florida,2021-12-01,0.09,Covid
Florida,2022-01-01,0.77,Covid
Florida,2022-02-01,0.65,Covid
Florida,2022-03-01,0.31,Covid
Florida,2022-04-01,0.74,Covid
Florida,2022-05-01,0.02,Covid
Florida,2022-06-01,0.41,Covid
Florida,2022-07-01,0.39,Covid
Florida,2022-08-01,0.77,Covid
Florida,2022-09-01,0.88,Covid
Florida,2022-10-01,0.91,Covid
Florida,2022-11-01,0.24,Covid
Florida,2022-12-01,0.14,Covid
Florida,2023-01-01,0.4,Covid
Florida,2023-02-01,0.11,Covid
Florida,2023-03-01,0.02,Covid
Florida,2023-04-01,0.9,Covid
Florida,2023-05-01,0.63,Covid
Florida,2023-06-01,0.03,Covid
Florida,2023-07-01,0.16,Covid
Florida,2023-08-01,0.66,Covid
Florida,2023-09-01,0.85,Covid
Florida,2023-10-01,0.79,Covid
Florida,2023-11-01,0.27,Covid
Florida,2023-12-01,0.27,Covid
Florida,2024-01-01,0.08,Covid
Florida,2024-02-01,0.31,Covid
Florida,2024-03-01,0.39,Covid
Florida,2024-04-01,0.91,Covid
Florida,2024-05-01,0.56,Covid
Florida,2024-06-01,0.45,Covid
Florida,2024-07-01,0.84,Covid
Florida,2024-08-01,0.64,Covid
Florida,2024-09-01,0.09,Covid
Florida,2024-10-01,0.77,Covid
Florida,2024-11-01,0.48,Covid
Florida,2024-12-01,0.71,Covid
Georgia,2020-01-01,0.99,Covid
Georgia,2020-02-01,0.83,Covid
Georgia,2020-03-01,0.48,Covid
Georgia,2020-04-01,0.04,Covid
Georgia,2020-05-01,0.24,Covid
Georgia,2020-06-01,0.12,Covid
Georgia,2020-07-01,0.31,Covid
Georgia,2020-08-01,0.23,Covid
Georgia,2020-09-01,0.14,Covid
Georgia,2020-10-01,0.74,Covid
Georgia,2020-11-01,0.48,Covid
Georgia,2020-12-01,0.36,Covid
Georgia,2021-01-01,0.8,Covid
Georgia,2021-02-01,0.03,Covid
Georgia,2021-03-01,0.81,Covid
Georgia,2021-04-01,0.08,Covid
Georgia,2021-05-01,0.88,Covid
Georgia,2021-06-01,0.18,Covid
Georgia,2021-07-01,0.58,Covid
Georgia,2021-08-01,0.43,Covid
Georgia,2021-09-01,0.39,Covid
Georgia,2021-10-01,0.97,Covid
Georgia,2021-11-01,0.47,Covid
Georgia,2021-12-01,0.46,Covid
Georgia,2022-01-01,0.07,Covid
Georgia,2022-02-01,0.44,Covid
Georgia,2022-03-01,0.29,Covid
Georgia,2022-04-01,0.78,Covid
Georgia,2022-05-01,0.82,Covid
Georgia,2022-06-01,0.08,Covid
Georgia,2022-07-01,0.64,Covid
Georgia,2022-08-01,0.39,Covid
Georgia,2022-09-01,0.3,Covid
Georgia,2022-10-01,0.91,Covid
Georgia,2022-11-01,0.32,Covid
Georgia,2022-12-01,0.35,Covid
Georgia,2023-01-01,0.7,Covid
Georgia,2023-02-01,0.93,Covid
Georgia,2023-03-01,0.01,Covid
Georgia,2023-04-01,0.91,Covid
Georgia,2023-05-01,0.11,Covid
Georgia,2023-06-01,0.65,Covid
Georgia,2023-07-01,0.99,Covid
Georgia,2023-08-01,0.07,Covid
Georgia,2023-09-01,0.92,Covid
Georgia,2023-10-01,0.89,Covid
Georgia,2023-11-01,0.06,Covid
Georgia,2023-12-01,0.88,Covid
Georgia,2024-01-01,0.08,Covid
Georgia,2024-02-01,0.64,Covid
Georgia,2024-03-01,0.84,Covid
Georgia,2024-04-01,0.44,Covid
Georgia,2024-05-01,0.9,Covid
Georgia,2024-06-01,0.61,Covid
Georgia,2024-07-01,0.96,Covid
Georgia,2024-08-01,0.76,Covid
Georgia,2024-09-01,0.82,Covid
Georgia,2024-10-01,0.25,Covid
Georgia,2024-11-01,0.15,Covid
Georgia,2024-12-01,0.17,Covid
Hawaii,2020-01-01,0.83,Covid
Hawaii,2020-02-01,0.45,Covid
Hawaii,2020-03-01,0.75,Covid
Hawaii,2020-04-01,0.52,Covid
Hawaii,2020-05-01,0.14,Covid
Hawaii,2020-06-01,0.28,Covid
Hawaii,2020-07-01,0.34,Covid
Hawaii,2020-08-01,0.29,Covid
Hawaii,2020-09-01,0.82,Covid
Hawaii,2020-10-01,0.45,Covid
Hawaii,2020-11-01,0.99,Covid
Hawaii,2020-12-01,0.58,Covid
Hawaii,2021-01-01,0.44,Covid
Hawaii,2021-02-01,0.26,Covid
Hawaii,2021-03-01,0.9,Covid
Hawaii,2021-04-01,0.5,Covid
Hawaii,2021-05-01,0.87,Covid
Hawaii,2021-06-01,0.87,Covid
Hawaii,2021-07-01,0.24,Covid
Hawaii,2021-08-01,0.76,Covid
Hawaii,2021-09-01,0.89,Covid
Hawaii,2021-10-01,0.97,Covid
Hawaii,2021-11-01,0.91,Covid
Hawaii,2021-12-01,0.89,Covid
Hawaii,2022-01-01,0.25,Covid
Hawaii,2022-02-01,0.5,Covid
Hawaii,2022-03-01,0.35,Covid
Hawaii,2022-04-01,0.69,Covid
Hawaii,2022-05-01,0.56,Covid
Hawaii,2022-06-01,0.33,Covid
Hawaii,2022-07-01,0.15,Covid
Hawaii,2022-08-01,0.44,Covid
Hawaii,2022-09-01,0.93,Covid
Hawaii,2022-10-01,0.07,Covid
Hawaii,2022-11-01,0.01,Covid
Hawaii,2022-12-01,0.31,Covid
Hawaii,2023-01-01,0.61,Covid
Hawaii,2023-02-01,0.87,Covid
Hawaii,2023-03-01,0.82,Covid
Hawaii,2023-04-01,0.95,Covid
Hawaii,2023-05-01,0.52,Covid
Hawaii,2023-06-01,0.75,Covid
Hawaii,2023-07-01,0.41,Covid
Hawaii,2023-08-01,0.37,Covid
Hawaii,2023-09-01,0.9,Covid
Hawaii,2023-10-01,0.15,Covid
Hawaii,2023-11-01,0.78,Covid
Hawaii,2023-12-01,0.43,Covid
Hawaii,2024-01-01,0.88,Covid
Hawaii,2024-02-01,0.55,Covid
Hawaii,2024-03-01,0.52,Covid
Hawaii,2024-04-01,0.1,Covid
Hawaii,2024-05-01,0.38,Covid
Hawaii,2024-06-01,0.18,Covid
Hawaii,2024-07-01,0.13,Covid
Hawaii,2024-08-01,0.68,Covid
Hawaii,2024-09-01,0.74,Covid
Hawaii,2024-10-01,0.93,Covid
Hawaii,2024-11-01,0.07,Covid
Hawaii,2024-12-01,0.09,Covid
Idaho,2020-01-01,0.23,Covid
Idaho,2020-02-01,0.96,Covid
Idaho,2020-03-01,0.8,Covid
Idaho,2020-04-01,0.37,Covid
Idaho,2020-05-01,0.84,Covid
Idaho,2020-06-01,0.12,Covid
Idaho,2020-07-01,0.08,Covid
Idaho,2020-08-01,0.34,Covid
Idaho,2020-09-01,0.82,Covid
Idaho,2020-10-01,0.2,Covid
Idaho,2020-11-01,0.39,Covid
Idaho,2020-12-01,0.28,Covid
Idaho,2021-01-01,0.94,Covid
Idaho,2021-02-01,0.73,Covid
Idaho,2021-03-01,0.95,Covid
Idaho,2021-04-01,0.81,Covid
Idaho,2021-05-01,0.5,Covid
Idaho,2021-06-01,0.85,Covid
Idaho,2021-07-01,0.39,Covid
Idaho,2021-08-01,0.84,Covid
Idaho,2021-09-01,0.92,Covid
Idaho,2021-10-01,0.76,Covid
Idaho,2021-11-01,0.48,Covid
Idaho,2021-12-01,0.37,Covid
Idaho,2022-01-01,0.18,Covid
Idaho,2022-02-01,0.29,Covid
Idaho,2022-03-01,0.61,Covid
Idaho,2022-04-01,0.69,Covid
Idaho,2022-05-01,0.54,Covid
Idaho,2022-06-01,0.25,Covid
Idaho,2022-07-01,0.49,Covid
Idaho,2022-08-01,0.46,Covid
Idaho,2022-09-01,0.68,Covid
Idaho,2022-10-01,0.22,Covid
Idaho,2022-11-01,0.28,Covid
Idaho,2022-12-01,0.96,Covid
Idaho,2023-01-01,0.79,Covid
Idaho,2023-02-01,0.35,Covid
Idaho,2023-03-01,0.2,Covid
Idaho,2023-04-01,0.17,Covid
Idaho,2023-05-01,0.85,Covid
Idaho,2023-06-01,0.71,Covid
Idaho,2023-07-01,0.65,Covid
Idaho,2023-08-01,0.28,Covid
Idaho,2023-09-01,0.38,Covid
Idaho,2023-10-01,0.5,Covid
Idaho,2023-11-01,0.99,Covid
Idaho,2023-12-01,0.89,Covid
Idaho,2024-01-01,0.49,Covid
Idaho,2024-02-01,0.75,Covid
Idaho,2024-03-01,0.94,Covid
Idaho,2024-04-01,0.37,Covid
Idaho,2024-05-01,0.22,Covid
Idaho,2024-06-01,0.46,Covid
Idaho,2024-07-01,0.82,Covid
Idaho,2024-08-01,0.99,Covid
Idaho,2024-09-01,0.07,Covid
Idaho,2024-10-01,0.6,Covid
Idaho,2024-11-01,0.06,Covid
Idaho,2024-12-01,0.78,Covid
Illinois,2020-01-01,0.14,Covid
Illinois,2020-02-01,0.53,Covid
Illinois,2020-03-01,0.66,Covid
Illinois,2020-04-01,0.98,Covid
Illinois,2020-05-01,0.9,Covid
Illinois,2020-06-01,0.33,Covid
Illinois,2020-07-01,0.55,Covid
Illinois,2020-08-01,0.51,Covid
Illinois,2020-09-01,0.55,Covid
Illinois,2020-10-01,0.49,Covid
Illinois,2020-11-01,0.55,Covid
Illinois,2020-12-01,0.41,Covid
Illinois,2021-01-01,0.62,Covid
Illinois,2021-02-01,0.65,Covid
Illinois,2021-03-01,0.67,Covid
Illinois,2021-04-01,0.01,Covid
Illinois,2021-05-01,0.87,Covid
Illinois,2021-06-01,0.68,Covid
Illinois,2021-07-01,0.15,Covid
Illinois,2021-08-01,0.57,Covid
Illinois,2021-09-01,0.0,Covid
Illinois,2021-10-01,0.06,Covid
Illinois,2021-11-01,0.36,Covid
Illinois,2021-12-01,0.11,Covid
Illinois,2022-01-01,0.76,Covid
Illinois,2022-02-01,0.42,Covid
Illinois,2022-03-01,0.71,Covid
Illinois,2022-04-01,0.66,Covid
Illinois,2022-05-01,0.32,Covid
Illinois,2022-06-01,0.22,Covid
Illinois,2022-07-01,0.84,Covid
Illinois,2022-08-01,0.4,Covid
Illinois,2022-09-01,0.59,Covid
Illinois,2022-10-01,0.28,Covid
Illinois,2022-11-01,0.4,Covid
Illinois,2022-12-01,0.39,Covid
Illinois,2023-01-01,0.98,Covid
Illinois,2023-02-01,0.51,Covid
Illinois,2023-03-01,0.37,Covid
Illinois,2023-04-01,0.52,Covid
Illinois,2023-05-01,0.91,Covid
Illinois,2023-06-01,0.7,Covid
Illinois,2023-07-01,0.4,Covid
Illinois,2023-08-01,0.16,Covid
Illinois,2023-09-01,0.35,Covid
Illinois,2023-10-01,0.52,Covid
Illinois,2023-11-01,0.54,Covid
Illinois,2023-12-01,0.36,Covid
Illinois,2024-01-01,0.08,Covid
Illinois,2024-02-01,0.28,Covid
Illinois,2024-03-01,0.77,Covid
Illinois,2024-04-01,0.48,Covid
Illinois,2024-05-01,0.73,Covid
Illinois,2024-06-01,0.57,Covid
Illinois,2024-07-01,0.98,Covid
Illinois,2024-08-01,0.46,Covid
Illinois,2024-09-01,0.28,Covid
Illinois,2024-10-01,0.12,Covid
Illinois,2024-11-01,0.64,Covid
Illinois,2024-12-01,0.21,Covid
Indiana,2020-01-01,0.57,Covid
Indiana,2020-02-01,0.46,Covid
Indiana,2020-03-01,0.3,Covid
Indiana,2020-04-01,0.81,Covid
Indiana,2020-05-01,0.93,Covid
Indiana,2020-06-01,0.89,Covid
