state,disease,date,value
Montana,Covid,2021-06-01,104.98
Montana,Covid,2021-07-01,98.01
Montana,Covid,2021-08-01,96.87
Montana,Covid,2021-09-01,91.6
Montana,Covid,2021-10-01,104.57
Montana,Covid,2021-11-01,95.73
Montana,Covid,2021-12-01,119.76
Montana,Covid,2022-01-01,91.85
Montana,Covid,2022-02-01,113.4
Montana,Covid,2022-03-01,131.61
Montana,Covid,2022-04-01,118.51
Montana,Covid,2022-05-01,113.06
Montana,Covid,2022-06-01,109.64
Montana,Covid,2022-07-01,127.39
Montana,Covid,2022-08-01,124.53
Montana,Covid,2022-09-01,110.79
Montana,Covid,2022-10-01,103.29
Montana,Covid,2022-11-01,119.42
Montana,Covid,2022-12-01,115.45
Montana,Covid,2023-01-01,116.29
Montana,Covid,2023-02-01,120.22
Montana,Covid,2023-03-01,128.55
Montana,Covid,2023-04-01,130.74
Montana,Covid,2023-05-01,131.69
Montana,Covid,2023-06-01,135.91
Montana,Covid,2023-07-01,110.82
Montana,Covid,2023-08-01,117.34
Montana,Covid,2023-09-01,99.43
Montana,Covid,2023-10-01,113.21
Montana,Covid,2023-11-01,100.8
Montana,Covid,2023-12-01,132.05
Montana,Covid,2024-01-01,104.97
Montana,Covid,2024-02-01,127.44
Montana,Covid,2024-03-01,132.7
Montana,Covid,2024-04-01,135.69
Montana,Covid,2024-05-01,147.37
Montana,Covid,2024-06-01,127.83
Montana,Covid,2024-07-01,113.17
Montana,Covid,2024-08-01,120.83
Montana,Covid,2024-09-01,119.44
Montana,Covid,2024-10-01,101.34
Montana,Covid,2024-11-01,129.54
Montana,Covid,2024-12-01,105.09
Nebraska,Flu,2020-01-01,87.95
Nebraska,Flu,2020-02-01,80.44
Nebraska,Flu,2020-03-01,120.99
Nebraska,Flu,2020-04-01,103.66
Nebraska,Flu,2020-05-01,111.51
Nebraska,Flu,2020-06-01,90.01
Nebraska,Flu,2020-07-01,93.99
Nebraska,Flu,2020-08-01,118.33
Nebraska,Flu,2020-09-01,78.81
Nebraska,Flu,2020-10-01,97.04
Nebraska,Flu,2020-11-01,88.14
Nebraska,Flu,2020-12-01,87.49
Nebraska,Flu,2021-01-01,103.7
Nebraska,Flu,2021-02-01,121.27
Nebraska,Flu,2021-03-01,104.56
Nebraska,Flu,2021-04-01,121.58
Nebraska,Flu,2021-05-01,114.43
Nebraska,Flu,2021-06-01,107.62
Nebraska,Flu,2021-07-01,100.1
Nebraska,Flu,2021-08-01,94.88
Nebraska,Flu,2021-09-01,81.83
Nebraska,Flu,2021-10-01,96.22
Nebraska,Flu,2021-11-01,82.38
Nebraska,Flu,2021-12-01,98.36
Nebraska,Flu,2022-01-01,98.8
Nebraska,Flu,2022-02-01,112.14
Nebraska,Flu,2022-03-01,119.5
Nebraska,Flu,2022-04-01,134.35
Nebraska,Flu,2022-05-01,109.3
Nebraska,Flu,2022-06-01,103.09
Nebraska,Flu,2022-07-01,102.02
Nebraska,Flu,2022-08-01,108.66
Nebraska,Flu,2022-09-01,100.84
Nebraska,Flu,2022-10-01,98.84
Nebraska,Flu,2022-11-01,100.34
Nebraska,Flu,2022-12-01,93.15
Nebraska,Flu,2023-01-01,120.61
Nebraska,Flu,2023-02-01,117.08
Nebraska,Flu,2023-03-01,123.18
Nebraska,Flu,2023-04-01,123.12
Nebraska,Flu,2023-05-01,109.22
Nebraska,Flu,2023-06-01,119.38
Nebraska,Flu,2023-07-01,120.63
Nebraska,Flu,2023-08-01,104.73
Nebraska,Flu,2023-09-01,116.67
Nebraska,Flu,2023-10-01,84.69
Nebraska,Flu,2023-11-01,113.37
Nebraska,Flu,2023-12-01,105.4
Nebraska,Flu,2024-01-01,118.86
Nebraska,Flu,2024-02-01,146.18
Nebraska,Flu,2024-03-01,128.8
Nebraska,Flu,2024-04-01,111.05
Nebraska,Flu,2024-05-01,132.09
Nebraska,Flu,2024-06-01,109.96
Nebraska,Flu,2024-07-01,124.13
Nebraska,Flu,2024-08-01,112.45
Nebraska,Flu,2024-09-01,123.29
Nebraska,Flu,2024-10-01,110.31
Nebraska,Flu,2024-11-01,101.23
Nebraska,Flu,2024-12-01,106.69
Nebraska,Covid,2020-01-01,90.64
Nebraska,Covid,2020-02-01,96.4
Nebraska,Covid,2020-03-01,120.12
Nebraska,Covid,2020-04-01,120.7
Nebraska,Covid,2020-05-01,133.5
Nebraska,Covid,2020-06-01,99.48
Nebraska,Covid,2020-07-01,86.75
Nebraska,Covid,2020-08-01,82.17
Nebraska,Covid,2020-09-01,100.31
Nebraska,Covid,2020-10-01,82.05
Nebraska,Covid,2020-11-01,75.61
Nebraska,Covid,2020-12-01,81.36
Nebraska,Covid,2021-01-01,95.92
Nebraska,Covid,2021-02-01,101.07
Nebraska,Covid,2021-03-01,109.58
Nebraska,Covid,2021-04-01,116.08
Nebraska,Covid,2021-05-01,115.66
Nebraska,Covid,2021-06-01,141.5
Nebraska,Covid,2021-07-01,112.73
Nebraska,Covid,2021-08-01,113.18
Nebraska,Covid,2021-09-01,89.42
Nebraska,Covid,2021-10-01,92.63
Nebraska,Covid,2021-11-01,92.06
Nebraska,Covid,2021-12-01,102.61
Nebraska,Covid,2022-01-01,109.29
Nebraska,Covid,2022-02-01,116.62
Nebraska,Covid,2022-03-01,133.3
Nebraska,Covid,2022-04-01,129.63
Nebraska,Covid,2022-05-01,128.84
Nebraska,Covid,2022-06-01,127.26
Nebraska,Covid,2022-07-01,106.81
Nebraska,Covid,2022-08-01,118.94
Nebraska,Covid,2022-09-01,101.77
Nebraska,Covid,2022-10-01,89.59
Nebraska,Covid,2022-11-01,102.36
Nebraska,Covid,2022-12-01,117.02
Nebraska,Covid,2023-01-01,117.98
Nebraska,Covid,2023-02-01,137.62
Nebraska,Covid,2023-03-01,123.8
Nebraska,Covid,2023-04-01,121.5
Nebraska,Covid,2023-05-01,116.41
Nebraska,Covid,2023-06-01,116.55
Nebraska,Covid,2023-07-01,115.55
Nebraska,Covid,2023-08-01,140.17
Nebraska,Covid,2023-09-01,93.18
Nebraska,Covid,2023-10-01,103.92
Nebraska,Covid,2023-11-01,112.05
Nebraska,Covid,2023-12-01,102.18
Nebraska,Covid,2024-01-01,104.65
Nebraska,Covid,2024-02-01,127.73
Nebraska,Covid,2024-03-01,116.92
Nebraska,Covid,2024-04-01,123.88
Nebraska,Covid,2024-05-01,124.38
Nebraska,Covid,2024-06-01,126.81
Nebraska,Covid,2024-07-01,129.45
Nebraska,Covid,2024-08-01,113.71
Nebraska,Covid,2024-09-01,95.69
Nebraska,Covid,2024-10-01,96.1
Nebraska,Covid,2024-11-01,99.44
Nebraska,Covid,2024-12-01,119.07
Nevada,Flu,2020-01-01,120.45
Nevada,Flu,2020-02-01,124.07
Nevada,Flu,2020-03-01,103.88
Nevada,Flu,2020-04-01,127.44
Nevada,Flu,2020-05-01,97.03
Nevada,Flu,2020-06-01,131.75
Nevada,Flu,2020-07-01,103.35
Nevada,Flu,2020-08-01,117.58
Nevada,Flu,2020-09-01,98.03
Nevada,Flu,2020-10-01,113.71
Nevada,Flu,2020-11-01,105.33
Nevada,Flu,2020-12-01,107.65
Nevada,Flu,2021-01-01,97.12
Nevada,Flu,2021-02-01,126.45
Nevada,Flu,2021-03-01,101.44
Nevada,Flu,2021-04-01,130.0
Nevada,Flu,2021-05-01,123.94
Nevada,Flu,2021-06-01,121.95
Nevada,Flu,2021-07-01,115.52
Nevada,Flu,2021-08-01,99.71
Nevada,Flu,2021-09-01,113.95
Nevada,Flu,2021-10-01,107.03
Nevada,Flu,2021-11-01,106.53
Nevada,Flu,2021-12-01,113.62
Nevada,Flu,2022-01-01,114.48
Nevada,Flu,2022-02-01,124.28
Nevada,Flu,2022-03-01,126.61
Nevada,Flu,2022-04-01,129.97
Nevada,Flu,2022-05-01,129.82
Nevada,Flu,2022-06-01,106.7
Nevada,Flu,2022-07-01,123.86
Nevada,Flu,2022-08-01,114.2
Nevada,Flu,2022-09-01,107.64
Nevada,Flu,2022-10-01,99.17
Nevada,Flu,2022-11-01,131.67
Nevada,Flu,2022-12-01,103.24
Nevada,Flu,2023-01-01,116.08
Nevada,Flu,2023-02-01,128.16
Nevada,Flu,2023-03-01,144.24
Nevada,Flu,2023-04-01,122.79
Nevada,Flu,2023-05-01,147.16
Nevada,Flu,2023-06-01,139.31
Nevada,Flu,2023-07-01,125.34
Nevada,Flu,2023-08-01,103.34
Nevada,Flu,2023-09-01,116.53
Nevada,Flu,2023-10-01,101.73
Nevada,Flu,2023-11-01,136.7
Nevada,Flu,2023-12-01,110.65
Nevada,Flu,2024-01-01,137.11
Nevada,Flu,2024-02-01,131.9
Nevada,Flu,2024-03-01,119.34
Nevada,Flu,2024-04-01,122.11
Nevada,Flu,2024-05-01,149.16
Nevada,Flu,2024-06-01,119.45
Nevada,Flu,2024-07-01,130.29
Nevada,Flu,2024-08-01,129.41
Nevada,Flu,2024-09-01,127.44
Nevada,Flu,2024-10-01,125.92
Nevada,Flu,2024-11-01,121.68
Nevada,Flu,2024-12-01,120.25
Nevada,Covid,2020-01-01,95.69
Nevada,Covid,2020-02-01,95.39
Nevada,Covid,2020-03-01,98.95
Nevada,Covid,2020-04-01,114.31
Nevada,Covid,2020-05-01,106.24
Nevada,Covid,2020-06-01,104.48
Nevada,Covid,2020-07-01,109.02
Nevada,Covid,2020-08-01,88.82
Nevada,Covid,2020-09-01,98.24
Nevada,Covid,2020-10-01,99.37
Nevada,Covid,2020-11-01,94.83
Nevada,Covid,2020-12-01,93.62
Nevada,Covid,2021-01-01,113.97
Nevada,Covid,2021-02-01,121.15
Nevada,Covid,2021-03-01,102.57
Nevada,Covid,2021-04-01,111.05
Nevada,Covid,2021-05-01,130.72
Nevada,Covid,2021-06-01,108.33
Nevada,Covid,2021-07-01,115.15
Nevada,Covid,2021-08-01,132.39
Nevada,Covid,2021-09-01,100.9
Nevada,Covid,2021-10-01,90.72
Nevada,Covid,2021-11-01,84.95
Nevada,Covid,2021-12-01,96.59
Nevada,Covid,2022-01-01,111.41
Nevada,Covid,2022-02-01,127.2
Nevada,Covid,2022-03-01,129.88
Nevada,Covid,2022-04-01,138.37
Nevada,Covid,2022-05-01,133.65
Nevada,Covid,2022-06-01,118.98
Nevada,Covid,2022-07-01,121.75
Nevada,Covid,2022-08-01,115.4
Nevada,Covid,2022-09-01,101.91
Nevada,Covid,2022-10-01,108.44
Nevada,Covid,2022-11-01,101.9
Nevada,Covid,2022-12-01,116.82
Nevada,Covid,2023-01-01,115.9
Nevada,Covid,2023-02-01,109.48
Nevada,Covid,2023-03-01,133.77
Nevada,Covid,2023-04-01,133.23
Nevada,Covid,2023-05-01,125.74
Nevada,Covid,2023-06-01,121.86
Nevada,Covid,2023-07-01,113.75
Nevada,Covid,2023-08-01,124.69
Nevada,Covid,2023-09-01,109.64
Nevada,Covid,2023-10-01,129.76
Nevada,Covid,2023-11-01,108.28
Nevada,Covid,2023-12-01,112.95
Nevada,Covid,2024-01-01,128.46
Nevada,Covid,2024-02-01,130.81
Nevada,Covid,2024-03-01,126.13
Nevada,Covid,2024-04-01,138.55
Nevada,Covid,2024-05-01,148.46
Nevada,Covid,2024-06-01,137.51
Nevada,Covid,2024-07-01,104.76
Nevada,Covid,2024-08-01,120.99
Nevada,Covid,2024-09-01,123.31
Nevada,Covid,2024-10-01,121.14
Nevada,Covid,2024-11-01,143.46
Nevada,Covid,2024-12-01,118.15
New Hampshire,Flu,2020-01-01,74.44
New Hampshire,Flu,2020-02-01,74.11
New Hampshire,Flu,2020-03-01,84.47
New Hampshire,Flu,2020-04-01,87.19
New Hampshire,Flu,2020-05-01,69.05
New Hampshire,Flu,2020-06-01,81.26
New Hampshire,Flu,2020-07-01,79.6
New Hampshire,Flu,2020-08-01,59.1
New Hampshire,Flu,2020-09-01,53.03
New Hampshire,Flu,2020-10-01,62.82
New Hampshire,Flu,2020-11-01,59.47
New Hampshire,Flu,2020-12-01,79.41
New Hampshire,Flu,2021-01-01,79.71
New Hampshire,Flu,2021-02-01,79.16
New Hampshire,Flu,2021-03-01,73.01
New Hampshire,Flu,2021-04-01,81.16
New Hampshire,Flu,2021-05-01,82.49
New Hampshire,Flu,2021-06-01,71.09
New Hampshire,Flu,2021-07-01,73.36
New Hampshire,Flu,2021-08-01,79.13
New Hampshire,Flu,2021-09-01,77.75
New Hampshire,Flu,2021-10-01,63.16
New Hampshire,Flu,2021-11-01,58.43
New Hampshire,Flu,2021-12-01,81.91
New Hampshire,Flu,2022-01-01,61.78
New Hampshire,Flu,2022-02-01,99.09
New Hampshire,Flu,2022-03-01,77.58
New Hampshire,Flu,2022-04-01,80.81
New Hampshire,Flu,2022-05-01,98.59
New Hampshire,Flu,2022-06-01,99.39
New Hampshire,Flu,2022-07-01,70.83
New Hampshire,Flu,2022-08-01,91.81
New Hampshire,Flu,2022-09-01,59.41
New Hampshire,Flu,2022-10-01,67.15
New Hampshire,Flu,2022-11-01,60.13
New Hampshire,Flu,2022-12-01,85.99
New Hampshire,Flu,2023-01-01,76.74
New Hampshire,Flu,2023-02-01,93.02
New Hampshire,Flu,2023-03-01,94.03
New Hampshire,Flu,2023-04-01,96.71
New Hampshire,Flu,2023-05-01,93.88
New Hampshire,Flu,2023-06-01,98.3
New Hampshire,Flu,2023-07-01,74.12
New Hampshire,Flu,2023-08-01,88.66
New Hampshire,Flu,2023-09-01,84.46
New Hampshire,Flu,2023-10-01,75.17
New Hampshire,Flu,2023-11-01,75.09
New Hampshire,Flu,2023-12-01,66.82
New Hampshire,Flu,2024-01-01,80.25
New Hampshire,Flu,2024-02-01,84.28
New Hampshire,Flu,2024-03-01,87.08
New Hampshire,Flu,2024-04-01,101.87
New Hampshire,Flu,2024-05-01,91.26
New Hampshire,Flu,2024-06-01,89.08
New Hampshire,Flu,2024-07-01,87.01
New Hampshire,Flu,2024-08-01,89.41
New Hampshire,Flu,2024-09-01,60.57
New Hampshire,Flu,2024-10-01,88.04
New Hampshire,Flu,2024-11-01,76.72
New Hampshire,Flu,2024-12-01,95.1
New Hampshire,Covid,2020-01-01,80.36
New Hampshire,Covid,2020-02-01,71.18
New Hampshire,Covid,2020-03-01,71.87
New Hampshire,Covid,2020-04-01,60.34
New Hampshire,Covid,2020-05-01,73.32
New Hampshire,Covid,2020-06-01,75.05
New Hampshire,Covid,2020-07-01,78.99
New Hampshire,Covid,2020-08-01,74.95
New Hampshire,Covid,2020-09-01,48.18
New Hampshire,Covid,2020-10-01,43.15
New Hampshire,Covid,2020-11-01,73.64
New Hampshire,Covid,2020-12-01,89.78
New Hampshire,Covid,2021-01-01,78.1
New Hampshire,Covid,2021-02-01,83.77
New Hampshire,Covid,2021-03-01,76.33
New Hampshire,Covid,2021-04-01,98.81
New Hampshire,Covid,2021-05-01,78.69
New Hampshire,Covid,2021-06-01,90.26
New Hampshire,Covid,2021-07-01,82.57
New Hampshire,Covid,2021-08-01,73.73
New Hampshire,Covid,2021-09-01,76.54
New Hampshire,Covid,2021-10-01,82.6
New Hampshire,Covid,2021-11-01,80.47
New Hampshire,Covid,2021-12-01,79.69
New Hampshire,Covid,2022-01-01,70.88
New Hampshire,Covid,2022-02-01,80.0
New Hampshire,Covid,2022-03-01,81.3
New Hampshire,Covid,2022-04-01,93.5
New Hampshire,Covid,2022-05-01,78.05
New Hampshire,Covid,2022-06-01,73.44
New Hampshire,Covid,2022-07-01,72.93
New Hampshire,Covid,2022-08-01,78.39
New Hampshire,Covid,2022-09-01,60.36
New Hampshire,Covid,2022-10-01,73.74
New Hampshire,Covid,2022-11-01,80.68
New Hampshire,Covid,2022-12-01,68.73
New Hampshire,Covid,2023-01-01,73.54
New Hampshire,Covid,2023-02-01,73.83
New Hampshire,Covid,2023-03-01,104.03
New Hampshire,Covid,2023-04-01,87.43
New Hampshire,Covid,2023-05-01,68.28
New Hampshire,Covid,2023-06-01,102.67
New Hampshire,Covid,2023-07-01,83.01
New Hampshire,Covid,2023-08-01,83.14
New Hampshire,Covid,2023-09-01,66.81
New Hampshire,Covid,2023-10-01,60.35
New Hampshire,Covid,2023-11-01,85.98
New Hampshire,Covid,2023-12-01,72.48
New Hampshire,Covid,2024-01-01,101.89
New Hampshire,Covid,2024-02-01,77.21
New Hampshire,Covid,2024-03-01,99.09
New Hampshire,Covid,2024-04-01,98.65
New Hampshire,Covid,2024-05-01,68.33
New Hampshire,Covid,2024-06-01,107.71
New Hampshire,Covid,2024-07-01,93.46
New Hampshire,Covid,2024-08-01,86.38
New Hampshire,Covid,2024-09-01,86.14
New Hampshire,Covid,2024-10-01,83.03
New Hampshire,Covid,2024-11-01,93.22
New Hampshire,Covid,2024-12-01,84.26
New Jersey,Flu,2020-01-01,79.02
New Jersey,Flu,2020-02-01,85.93
New Jersey,Flu,2020-03-01,81.05
New Jersey,Flu,2020-04-01,99.38
New Jersey,Flu,2020-05-01,83.87
New Jersey,Flu,2020-06-01,63.57
New Jersey,Flu,2020-07-01,73.62
New Jersey,Flu,2020-08-01,55.93
New Jersey,Flu,2020-09-01,57.34
New Jersey,Flu,2020-10-01,51.37
New Jersey,Flu,2020-11-01,72.64
New Jersey,Flu,2020-12-01,90.11
New Jersey,Flu,2021-01-01,85.31
New Jersey,Flu,2021-02-01,68.05
New Jersey,Flu,2021-03-01,68.61
New Jersey,Flu,2021-04-01,69.95
New Jersey,Flu,2021-05-01,69.48
New Jersey,Flu,2021-06-01,86.85
New Jersey,Flu,2021-07-01,70.69
New Jersey,Flu,2021-08-01,69.09
New Jersey,Flu,2021-09-01,61.62
New Jersey,Flu,2021-10-01,65.02
New Jersey,Flu,2021-11-01,68.57
New Jersey,Flu,2021-12-01,72.99
New Jersey,Flu,2022-01-01,75.0
New Jersey,Flu,2022-02-01,72.24
New Jersey,Flu,2022-03-01,83.47
New Jersey,Flu,2022-04-01,78.6
New Jersey,Flu,2022-05-01,85.21
New Jersey,Flu,2022-06-01,70.3
New Jersey,Flu,2022-07-01,79.06
New Jersey,Flu,2022-08-01,71.01
New Jersey,Flu,2022-09-01,58.65
New Jersey,Flu,2022-10-01,72.62
New Jersey,Flu,2022-11-01,67.61
New Jersey,Flu,2022-12-01,72.82
New Jersey,Flu,2023-01-01,81.94
New Jersey,Flu,2023-02-01,82.06
New Jersey,Flu,2023-03-01,76.27
New Jersey,Flu,2023-04-01,93.09
New Jersey,Flu,2023-05-01,98.83
New Jersey,Flu,2023-06-01,83.98
New Jersey,Flu,2023-07-01,95.17
New Jersey,Flu,2023-08-01,75.47
New Jersey,Flu,2023-09-01,52.2
New Jersey,Flu,2023-10-01,66.41
New Jersey,Flu,2023-11-01,79.78
New Jersey,Flu,2023-12-01,63.12
New Jersey,Flu,2024-01-01,85.8
New Jersey,Flu,2024-02-01,77.47
New Jersey,Flu,2024-03-01,91.42
New Jersey,Flu,2024-04-01,72.06
New Jersey,Flu,2024-05-01,81.88
New Jersey,Flu,2024-06-01,81.81
New Jersey,Flu,2024-07-01,76.66
New Jersey,Flu,2024-08-01,73.83
New Jersey,Flu,2024-09-01,79.35
New Jersey,Flu,2024-10-01,78.5
New Jersey,Flu,2024-11-01,71.56
New Jersey,Flu,2024-12-01,71.37
New Jersey,Covid,2020-01-01,48.01
New Jersey,Covid,2020-02-01,87.65
New Jersey,Covid,2020-03-01,70.89
New Jersey,Covid,2020-04-01,96.65
New Jersey,Covid,2020-05-01,78.44
New Jersey,Covid,2020-06-01,95.36
New Jersey,Covid,2020-07-01,55.38
New Jersey,Covid,2020-08-01,52.01
New Jersey,Covid,2020-09-01,74.03
New Jersey,Covid,2020-10-01,56.46
New Jersey,Covid,2020-11-01,62.59
New Jersey,Covid,2020-12-01,81.29
New Jersey,Covid,2021-01-01,61.09
New Jersey,Covid,2021-02-01,91.61
New Jersey,Covid,2021-03-01,88.66
New Jersey,Covid,2021-04-01,79.27
New Jersey,Covid,2021-05-01,85.75
New Jersey,Covid,2021-06-01,82.45
New Jersey,Covid,2021-07-01,56.44
New Jersey,Covid,2021-08-01,60.44
New Jersey,Covid,2021-09-01,63.67
New Jersey,Covid,2021-10-01,70.52
New Jersey,Covid,2021-11-01,61.76
New Jersey,Covid,2021-12-01,73.33
New Jersey,Covid,2022-01-01,62.03
New Jersey,Covid,2022-02-01,78.46
New Jersey,Covid,2022-03-01,95.14
New Jersey,Covid,2022-04-01,102.97
New Jersey,Covid,2022-05-01,79.63
New Jersey,Covid,2022-06-01,90.75
New Jersey,Covid,2022-07-01,93.07
New Jersey,Covid,2022-08-01,65.88
New Jersey,Covid,2022-09-01,55.48
New Jersey,Covid,2022-10-01,85.19
New Jersey,Covid,2022-11-01,77.85
New Jersey,Covid,2022-12-01,66.59
New Jersey,Covid,2023-01-01,87.78
New Jersey,Covid,2023-02-01,59.02
New Jersey,Covid,2023-03-01,89.15
New Jersey,Covid,2023-04-01,93.78
New Jersey,Covid,2023-05-01,86.44
New Jersey,Covid,2023-06-01,74.86
New Jersey,Covid,2023-07-01,57.92
New Jersey,Covid,2023-08-01,71.16
New Jersey,Covid,2023-09-01,79.71
New Jersey,Covid,2023-10-01,69.45
New Jersey,Covid,2023-11-01,55.5
New Jersey,Covid,2023-12-01,71.18
New Jersey,Covid,2024-01-01,41.32
New Jersey,Covid,2024-02-01,91.52
New Jersey,Covid,2024-03-01,91.87
New Jersey,Covid,2024-04-01,87.14
New Jersey,Covid,2024-05-01,101.73
New Jersey,Covid,2024-06-01,83.06
New Jersey,Covid,2024-07-01,67.22
New Jersey,Covid,2024-08-01,67.68
New Jersey,Covid,2024-09-01,55.35
New Jersey,Covid,2024-10-01,72.02
New Jersey,Covid,2024-11-01,61.71
New Jersey,Covid,2024-12-01,77.18
New Mexico,Flu,2020-01-01,88.82
New Mexico,Flu,2020-02-01,108.49
New Mexico,Flu,2020-03-01,99.61
New Mexico,Flu,2020-04-01,104.28
New Mexico,Flu,2020-05-01,107.11
New Mexico,Flu,2020-06-01,117.87
New Mexico,Flu,2020-07-01,101.37
New Mexico,Flu,2020-08-01,80.24
New Mexico,Flu,2020-09-01,86.05
New Mexico,Flu,2020-10-01,81.53
New Mexico,Flu,2020-11-01,80.97
New Mexico,Flu,2020-12-01,78.01
New Mexico,Flu,2021-01-01,77.29
New Mexico,Flu,2021-02-01,79.73
New Mexico,Flu,2021-03-01,121.1
New Mexico,Flu,2021-04-01,95.54
New Mexico,Flu,2021-05-01,104.54
New Mexico,Flu,2021-06-01,90.17
New Mexico,Flu,2021-07-01,95.96
New Mexico,Flu,2021-08-01,100.35
New Mexico,Flu,2021-09-01,74.64
New Mexico,Flu,2021-10-01,89.78
New Mexico,Flu,2021-11-01,85.79
New Mexico,Flu,2021-12-01,107.39
New Mexico,Flu,2022-01-01,95.73
New Mexico,Flu,2022-02-01,80.36
New Mexico,Flu,2022-03-01,113.64
New Mexico,Flu,2022-04-01,108.89
New Mexico,Flu,2022-05-01,113.39
New Mexico,Flu,2022-06-01,101.7
New Mexico,Flu,2022-07-01,107.89
New Mexico,Flu,2022-08-01,92.95
New Mexico,Flu,2022-09-01,94.67
New Mexico,Flu,2022-10-01,73.24
New Mexico,Flu,2022-11-01,80.34
New Mexico,Flu,2022-12-01,99.07
New Mexico,Flu,2023-01-01,91.69
New Mexico,Flu,2023-02-01,87.94
New Mexico,Flu,2023-03-01,100.58
New Mexico,Flu,2023-04-01,104.46
New Mexico,Flu,2023-05-01,94.67
New Mexico,Flu,2023-06-01,107.77
New Mexico,Flu,2023-07-01,96.71
New Mexico,Flu,2023-08-01,73.55
New Mexico,Flu,2023-09-01,85.98
New Mexico,Flu,2023-10-01,90.08
New Mexico,Flu,2023-11-01,87.69
New Mexico,Flu,2023-12-01,95.97
New Mexico,Flu,2024-01-01,98.33
New Mexico,Flu,2024-02-01,96.95
New Mexico,Flu,2024-03-01,95.11
New Mexico,Flu,2024-04-01,100.41
New Mexico,Flu,2024-05-01,115.52
New Mexico,Flu,2024-06-01,81.54
New Mexico,Flu,2024-07-01,102.46
New Mexico,Flu,2024-08-01,111.7
New Mexico,Flu,2024-09-01,105.87
New Mexico,Flu,2024-10-01,86.68
New Mexico,Flu,2024-11-01,72.97
New Mexico,Flu,2024-12-01,105.61
New Mexico,Covid,2020-01-01,83.9
New Mexico,Covid,2020-02-01,81.26
New Mexico,Covid,2020-03-01,85.01
New Mexico,Covid,2020-04-01,98.65
New Mexico,Covid,2020-05-01,109.88
New Mexico,Covid,2020-06-01,103.96
New Mexico,Covid,2020-07-01,103.38
New Mexico,Covid,2020-08-01,92.09
New Mexico,Covid,2020-09-01,80.34
New Mexico,Covid,2020-10-01,94.68
New Mexico,Covid,2020-11-01,87.43
New Mexico,Covid,2020-12-01,111.05
New Mexico,Covid,2021-01-01,89.03
New Mexico,Covid,2021-02-01,91.75
New Mexico,Covid,2021-03-01,120.79
New Mexico,Covid,2021-04-01,111.91
New Mexico,Covid,2021-05-01,99.79
New Mexico,Covid,2021-06-01,97.54
New Mexico,Covid,2021-07-01,97.79
New Mexico,Covid,2021-08-01,106.37
New Mexico,Covid,2021-09-01,90.98
New Mexico,Covid,2021-10-01,84.44
New Mexico,Covid,2021-11-01,84.51
New Mexico,Covid,2021-12-01,81.03
New Mexico,Covid,2022-01-01,87.62
New Mexico,Covid,2022-02-01,105.41
New Mexico,Covid,2022-03-01,110.31
New Mexico,Covid,2022-04-01,102.64
New Mexico,Covid,2022-05-01,107.54
New Mexico,Covid,2022-06-01,100.8
New Mexico,Covid,2022-07-01,86.6
New Mexico,Covid,2022-08-01,102.08
New Mexico,Covid,2022-09-01,82.87
New Mexico,Covid,2022-10-01,68.14
New Mexico,Covid,2022-11-01,77.72
New Mexico,Covid,2022-12-01,83.47
New Mexico,Covid,2023-01-01,106.01
New Mexico,Covid,2023-02-01,95.72
New Mexico,Covid,2023-03-01,100.47
New Mexico,Covid,2023-04-01,104.23
New Mexico,Covid,2023-05-01,100.73
New Mexico,Covid,2023-06-01,71.08
New Mexico,Covid,2023-07-01,92.14
New Mexico,Covid,2023-08-01,88.66
New Mexico,Covid,2023-09-01,96.31
New Mexico,Covid,2023-10-01,97.89
New Mexico,Covid,2023-11-01,108.09
New Mexico,Covid,2023-12-01,88.67
New Mexico,Covid,2024-01-01,94.5
New Mexico,Covid,2024-02-01,98.42
New Mexico,Covid,2024-03-01,107.45
New Mexico,Covid,2024-04-01,100.45
New Mexico,Covid,2024-05-01,103.94
New Mexico,Covid,2024-06-01,103.48
New Mexico,Covid,2024-07-01,95.63
New Mexico,Covid,2024-08-01,91.84
New Mexico,Covid,2024-09-01,65.74
New Mexico,Covid,2024-10-01,93.65
New Mexico,Covid,2024-11-01,87.82
New Mexico,Covid,2024-12-01,84.88
New York,Flu,2020-01-01,79.85
New York,Flu,2020-02-01,93.35
New York,Flu,2020-03-01,92.01
New York,Flu,2020-04-01,100.49
New York,Flu,2020-05-01,122.87
New York,Flu,2020-06-01,97.12
New York,Flu,2020-07-01,111.24
New York,Flu,2020-08-01,103.26
New York,Flu,2020-09-01,78.14
New York,Flu,2020-10-01,97.49
New York,Flu,2020-11-01,84.47
New York,Flu,2020-12-01,99.24
New York,Flu,2021-01-01,101.59
New York,Flu,2021-02-01,104.61
New York,Flu,2021-03-01,120.05
New York,Flu,2021-04-01,112.19
New York,Flu,2021-05-01,105.96
New York,Flu,2021-06-01,109.26
New York,Flu,2021-07-01,119.79
New York,Flu,2021-08-01,92.77
New York,Flu,2021-09-01,100.26
New York,Flu,2021-10-01,73.83
New York,Flu,2021-11-01,120.28
New York,Flu,2021-12-01,103.48
New York,Flu,2022-01-01,102.49
New York,Flu,2022-02-01,97.18
New York,Flu,2022-03-01,110.44
New York,Flu,2022-04-01,122.98
New York,Flu,2022-05-01,105.19
New York,Flu,2022-06-01,110.26
New York,Flu,2022-07-01,102.0
